Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
AC_EveRst_ACPresAcq|A|();|SCH.1|ACPRESACQ|1|PTS_DOC_6545428||||0|0|0|0|Fonction d'accroche à l'event AC_EveRst_ACPresAcq
ACCPEM_vidInit|A|();|FCT1.8|ACCPEM|0|PTS_DOC_5021748||||0|0|0|0|Cette fonction permet d'initialiser l'indicateur de l'invalidité et la sortie AccPEM_rAccP.
ACCPEM_vidInitOutput|B|();|FCT1.1|ACCPEM|0|PTS_DOC_5021748||||0|0|0|0|Initialisation des sorties
ACCPEM_vidPosPedFinale|A|();|FCT1.2|ACCPEM|0|PTS_DOC_5021748||||0|0|0|0|En cas de défaut pédale bloquée confirmé l’enfoncement pédale est forcé à 0.
ACCPEM_vidPosPedKOff|A|();|FCT1.5|ACCPEM|0|PTS_DOC_5021748||||0|0|0|0|Au Key-Off, si le paramètre P334 n’est pas à sa valeur invalide alors on force sa valeur à 0.
ACCPEM_vidPosPedRst|A|();|FCT1.9|ACCPEM|0|PTS_DOC_5021748||||0|0|0|0|Cette fonction permet d'ecrire en mémoire sur évènement.
ACCPEM_vidPosPedValid|A|();|FCT1.4|ACCPEM|0|PTS_DOC_5021748||||0|0|0|0|Forcer la variable AccPEM_rAccP à sa valeur invalide avant de la transmettre sur le CAN en cas de défaut électrique , ou en cas de  défaut de cohérence entre les enfoncements pédale,
ACCPFRM_vidEntryInit|B|();|SCH.1|ACCPFRM|1|V02 NT 08 03781||||0|0|0|0|Fonction moniteur Reset
ACCPFRM_vidInitOutput|D|();|FCT1.1|ACCPFRM|0|V02 NT 08 03781||||0|0|0|0|Fonction d'initialisation des variables de sortie
ACCPFRM_vidMuxFormatPosPed|F|();|FCT1.3|ACCPFRM|0|V02 NT 08 03781||||0|0|0|0|La fonction qui définie la stratégie de détection de pied levé basée sur la valeur des signaux renvoyés par les 2 pistes du capteur pédale.
ACCPFRM_vidMuxFormatting|A|();|FCT1.2|ACCPFRM|0|V02 NT 08 03781||||0|0|0|0|Fonction qui gère le formatage de la volonté conducteur à envoyer sur le CAN
ACCPLRNPOS_NVMSRV_vidInit|A|();|FCT1.6|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|A la première mise sous tension, les valeurs butées haute et basse sont initialisée à des valeurs calibrable
ACCPLRNPOS_vidCalculation|A|();|FCT1.5|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|Les calculs sont inhibés sur des pannes mémorisées concernant les deux capteurs de la pédale d’accélérateur.
ACCPLRNPOS_vidDvLrnFootFullDown1|B|();|FCT2.1|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|Calcul des apprentissages de la position pied à fond de la pédale d’accélérateur sur le signal 1
ACCPLRNPOS_vidDvLrnFootFullDown2|B|();|FCT2.2|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|Calcul des apprentissages de la position pied à fond de la pédale d’accélérateur sur le signal 2
ACCPLRNPOS_vidDvLrnFootUp1|B|();|FCT3.1|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|Calcul des apprentissages de la position pied levé de la pédale d’accélérateur sur le signal 1
ACCPLRNPOS_vidDvLrnFootUp1D|B|();|FCT3.3|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|l'apprentissage butée basse se faire par incrémentation par pas de l'ancienne valeur butée basse apprise, la butée basse prend alors la valeur minimum entre le résultat d'incrémentation et la valeur du rapport de tension.
ACCPLRNPOS_vidDvLrnFootUp1M|B|();|FCT3.4|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|l'apprentissage de la butée basse peut se faire par decrémentation par pas ou instantanément. Le choix se fait par calibration .
ACCPLRNPOS_vidDvLrnFootUp2|B|();|FCT3.2|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|Calcul des apprentissages de la position pied levé de la pédale d’accélérateur sur le signal 2
ACCPLRNPOS_vidDvLrnFootUp2D|B|();|FCT3.5|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|l'apprentissage de la butée basse peut se faire par decrémentation par pas ou instantanément. Le choix se fait par calibration .la butée basse prend alors la valeur maximum entre le résultat de décrémentation et la valeur du rapport de tension.
ACCPLRNPOS_vidDvLrnFootUp2M|B|();|FCT3.6|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|l'apprentissage butée basse peut se faire par incrémentation par pas de l'ancienne valeur butée basse apprise, la butée basse prend alors la valeur minimum entre le résultat de d'incrémentation et la valeur du rapport de tension.
ACCPLRNPOS_vidDvLrnFtFlDown1D|B|();|FCT2.3|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|l'apprentissage butée haute peut se faire par décrémentation par pas de la dernière valeur butée haute apprise, la butée haute prend alors la valeur du minimum entre le résultat de décrémentation et la valeur du rapport de tension.
ACCPLRNPOS_vidDvLrnFtFlDown1M|B|();|FCT2.4|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|l'apprentissage butée haute est faite par incrémentation par pas de la dernière valeur butée haute apprise. le choix se fait par calibration. la butée haute prend la valeur du minimum entre le résultat d'incrémentation et la valeur du rapport de tension.
ACCPLRNPOS_vidDvLrnFtFlDown2D|B|();|FCT2.5|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|l'apprentissage butée haute peut se faire par décrémentation par pas de la dernière valeur butée haute apprise, la butée haute prend alors la valeur du minimum entre le résultat de décrémentation et la valeur du rapport de tension.
ACCPLRNPOS_vidDvLrnFtFlDown2M|B|();|FCT2.6|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|l'apprentissage butée haute est faite par incrémentation par pas de la dernière valeur butée haute apprise. Le choix se fait par calibration. La butée haute prend la valeur du minimum entre le résultat d'incrémentation et la valeur du rapport de tension.
ACCPLRNPOS_vidFreeLearningMgt|B|();|FCT1.2|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|Calcul des apprentissages des positions pied levé et pied à fond de la pédale d’accélérateur sur deux signaux des capteurs haut et bas de cette dernière
ACCPLRNPOS_vidInitDiagsrv|A|();|FCT3.7|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|Fonction de reset de l'apprentissage pédale accélérateur
ACCPLRNPOS_vidInitOutput|B|();|FCT1.1|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|A la première mise sous tension, les valeurs butées haute et basse sont initialisée à des valeurs calibrables (respectivement Rpli et Rpfi)
ACCPLRNPOS_vidLrnMgtDetectorHigh|B|();|FCT1.3|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|Calcul des apprentissages des positions pied levé et pied à fond de la pédale d’accélérateur sur le signal du capteur haut de cette dernière
ACCPLRNPOS_vidLrnMgtDetectorLow|B|();|FCT1.4|ACCPLRNPOS|0|V02 NT 08 03749||||0|0|0|0|Calcul des apprentissages des positions pied levé et pied à fond de la pédale d’accélérateur sur le signal du capteur has de cette dernière
ACCPMNGMODSECU_vidComputeAccPMng|A|();|FCT1.3|ACCPMNGMODSECU|0|PTS_DOC_7317422||||0|0|0|0|This function determines the calculation of the position of the accelerator pedal with the request of the driver.
ACCPMNGMODSECU_vidInit|A|();|FCT1.1|ACCPMNGMODSECU|0|PTS_DOC_7317422||||0|0|0|0|All the secured pedal positions are set to 0 at the ECU reset.The secured pedal state is considered as nominal mode.
ACCPMNGMODSECU_vidInitOutput|A|();|FCT1.2|ACCPMNGMODSECU|0|PTS_DOC_7317422||||0|0|0|0|Initialisation des variables de sorties.
ACCPMNGMODSECU_vidMngPosSecu|A|();|FCT1.5|ACCPMNGMODSECU|0|PTS_DOC_7317422||||0|0|0|0|For the secured gas pedal position, there are 8 modes. The transitions between all these modes depend on the failures on the gas pedal (coherency failure, stuck failure, electrical failures).
ACCPMNGMODSECU_vidPedalPosfilter|A|();|FCT1.6|ACCPMNGMODSECU|0|PTS_DOC_7317422||||0|0|0|0|In order to ensure the continuity of the gas pedal position, a slew rate is applied.  AccP_rGrdAccP represents the gradient of the pedal position.
ACCPMNGMODSECU_vidPedalPosInCalc|A|();|FCT1.4|ACCPMNGMODSECU|0|PTS_DOC_7317422||||0|0|0|0|Some intermediary variables are calculated: AccP_bPsenPctlEl, AccP_bPsenNoDftEl, AccP_bPsenOneDftEl ,AccP_bPsenNoBoothDftEl, AccP_bCohPctl, AccP_bCohPSenPctl.
ACCPMNGMODSECU_vidStateTransit|A|();|FCT1.8|ACCPMNGMODSECU|0|PTS_DOC_7317422||||0|0|0|0|Inclut le traitement relatif au transitions entre ces modes
ACCPMNGMODSECU_vidStuckPedalPos|A|();|FCT1.7|ACCPMNGMODSECU|0|PTS_DOC_7317422||||0|0|0|0|Depending  on  the  failures  on  the  gas  pedal  the  pedal  position  used  for  the  stuck  pedal  diagnosis (AccP_rAccPFctMon) can take several values.
ACCPSTUCKDIAG_vidInitOutput|B|();|FCT1.1|ACCPSTUCKDIAG|0|V02 NT 09 01550||||0|0|0|0|Initialisation des variables produites dans ce module
ACCPSTUCKDIAG_vidMngMonRun|E|();|FCT1.4|ACCPSTUCKDIAG|0|V02 NT 09 01550||||0|0|0|0|Cette fonction gère les phases d’activation du diagnostic.
ACCPSTUCKDIAG_vidStuckAccPMonRun|B|();|FCT1.3|ACCPSTUCKDIAG|0|V02 NT 09 01550||||0|0|0|0|Cette fonction gère les phases d’activation du diagnostic.
ACCPSTUCKDIAG_vidStuckAccPPdlin|B|();|FCT1.2|ACCPSTUCKDIAG|0|V02 NT 09 01550||||0|0|0|0|Cette fonction donne l’état «frein appuyé ».
ACCPSWTACQDIAG_vidAccPedSwtAff|E|();|FCT3.1|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Affectation de Passage_point_dur, recopie de Etat_point_dur en absence de panne sur capteur point dur
ACCPSWTACQDIAG_vidEndPointAffKD|B|();|FCT1.10|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Ce bloc décrit le cas où il y'a un défaut électrique du capteur point dur , ou un défaut de cohérence entre pédale d’accélération et information point dur est confirmé.
ACCPSWTACQDIAG_vidEndPointCohAff|F|();|FCT1.9|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Contrôle de  la cohérence entre l’état point dur et l’enfoncement de la pédale et affectation de l’indicateur  de  passage  point  dur
ACCPSWTACQDIAG_vidEndPointPedCoh|E|();|FCT2.9|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Contrôle  la  cohérence  entre  la  position  pédale  et  l’état  point  dur.
ACCPSWTACQDIAG_vidEndPtCounter|A|();|FCT3.3|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Incréméntation de Tempo_maintien_etat_pt_dur.
ACCPSWTACQDIAG_vidEndPtInstTempo|A|();|FCT3.2|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|incrémntation instantanée du Tempo_maintien_etat_pt_dur.
ACCPSWTACQDIAG_vidHightFailTrans|B|();|FCT2.6|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état DEFAUT_HAUT
ACCPSWTACQDIAG_vidHightStabTrans|B|();|FCT2.1|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état LVV_STABLE_HAUT
ACCPSWTACQDIAG_vidInitOutput|D|();|FCT1.1|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Initialisation des variables produites par le module
ACCPSWTACQDIAG_vidInitPointDur|B|();|FCT1.2|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Initialisation du point dur
ACCPSWTACQDIAG_vidInvFailTrans|B|();|FCT2.7|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état DEFAUT_INVALIDE
ACCPSWTACQDIAG_vidLowFailTrans|B|();|FCT2.8|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état DEFAUT_BAS
ACCPSWTACQDIAG_vidLowStableTrans|B|();|FCT2.5|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état LVV_STABLE_BAS
ACCPSWTACQDIAG_vidLvvSwtAcq|C|();|FCT1.4|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Acquisition du signal point dur au cours du temps
ACCPSWTACQDIAG_vidLvvSwtAcqCond|C|();|FCT1.3|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Condition d'acquisition et de diagnostic du point dur
ACCPSWTACQDIAG_vidLvvSwtDiag|C|();|FCT1.6|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les pannes à monter ou à descendre en fonction de la tension du contacteur LVV sonde
ACCPSWTACQDIAG_vidLvvSwtDiagCond|C|();|FCT1.5|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Condition de diagnostique de l'état de la tension du contacteur LVV
ACCPSWTACQDIAG_vidMonitoringMng|C|();|FCT1.8|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Traitement du signal du capteur du contacteur electrique pour juger l’information et sa stabilité
ACCPSWTACQDIAG_vidMonitorMngCond|C|();|FCT1.7|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Le traitement du signal capteur du contacteur electrique LVV est fait après une demande d’acquisition analogique sur la voie LVV_PT_DUR
ACCPSWTACQDIAG_vidPtDurSensDetec|A|();|FCT3.4|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|En présence d’un capteur point dur, le point dur sera calculé à partir de AccP_rAccp : Si AccP_rAccp> seuil, alors point dur atteint.
ACCPSWTACQDIAG_vidTempoHightTrans|B|();|FCT2.2|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état LVV_TRANSITOIRE_HAUT
ACCPSWTACQDIAG_vidTempoInvTrans|B|();|FCT2.3|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transition de l'état LVV_TRANSITOIRE_INVALIDE
ACCPSWTACQDIAG_vidTempoLowTrans|B|();|FCT2.4|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état LVV_TRANSITOIRE_BAS
ACPRESACQ_vidDiagnosisConversion|B|();|FCT1.4|ACPRESACQ|0|PTS_DOC_6545428||||0|0|0|0|Le signal de ratiométrie de tension (-) est converti via un gain (Pa/-) et un offset (Pa) en  signal de pression (Pa)  La dynamique de la pression de fluide réfrigérant est [0..4194240] Pa et de résolution 64  Pa.
ACPRESACQ_vidElectricDiagnosis|A|();|FCT1.5|ACPRESACQ|0|PTS_DOC_6545428||||0|0|0|0|Ce sous-système compare la tension issue du capteur aux valeurs minimales et  maximales de fonctionnement du capteur dans la zone correcte.
ACPRESACQ_vidFiltering|C|();|FCT1.6|ACPRESACQ|0|PTS_DOC_6545428||||0|0|0|0|On réalise un filtrage passe-bas de la tension capteur. A cet effet, on utilise la méthode  des rectangles supérieurs qui donne le signal filtré en fonction du signal non filtré à  l'instant courant et du signal filtré à l'instant précédent.
ACPRESACQ_vidFunctionalDetection|B|();|FCT1.8|ACPRESACQ|0|PTS_DOC_6545428||||0|0|0|0|Ce système génère la panne fonctionnelle.
ACPRESACQ_vidInit|A|();|FCT1.2|ACPRESACQ|0|PTS_DOC_6545428||||0|0|0|0|L'acquisition de la pression de fluide réfrigérant doit être effectué dès le réveil principal  du calculateur .
ACPRESACQ_vidInitOutput|A|();|FCT1.1|ACPRESACQ|0|PTS_DOC_6545428||||0|0|0|0|Fonction qui initialise les sorties.
