Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description
ACCPSWTACQDIAG_vidLvvSwtDiagCond|C|();|FCT1.5|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Condition de diagnostique de l'état de la tension du contacteur LVV
ACCPSWTACQDIAG_vidMonitoringMng|C|();|FCT1.8|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Traitement du signal du capteur du contacteur electrique pour juger l’information et sa stabilité
ACCPSWTACQDIAG_vidMonitorMngCond|C|();|FCT1.7|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Le traitement du signal capteur du contacteur electrique LVV est fait après une demande d’acquisition analogique sur la voie LVV_PT_DUR
ACCPSWTACQDIAG_vidPtDurSensDetec|A|();|FCT3.4|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|En présence d’un capteur point dur, le point dur sera calculé à partir de AccP_rAccp : Si AccP_rAccp> seuil, alors point dur atteint.
ACCPSWTACQDIAG_vidTempoHightTrans|B|();|FCT2.2|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état LVV_TRANSITOIRE_HAUT
ACCPSWTACQDIAG_vidTempoInvTrans|B|();|FCT2.3|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transition de l'état LVV_TRANSITOIRE_INVALIDE
ACCPSWTACQDIAG_vidTempoLowTrans|B|();|FCT2.4|ACCPSWTACQDIAG|0|PTS_DOC_6606841||||0|0|0|0|Les transitions de l'état LVV_TRANSITOIRE_BAS
GDGAR_bGetFRM|A|func_FRM_bGetFRM|2|HEADER|1|NONE||||0|0|0|0|
GDGAR_vidGdu|A|(argin uint16 u16IdxDft, argin boolean bDgo, argin boolean bMonRun, argin boolean Ns_bMonWait);|3|HEADER|1|NONE||||0|0|0|0|
SWFAIL_vidSoftwareErrorHook|A|();|4|HEADER|1|NONE||||0|0|0|0|
