Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
GDGAR_bGetFRM|A|(argin uint16 u16IndexFRM)boolean;|12|HEADER|1|NONE||||0|0|0|0||
IDLMGR_vidDeterminer_inj_dyn|C|();|FCT4.4|IDLMGR|0|PTS_DOC_5010777||||0|0|0|0|L’activation dynamique permet d’activer le régulateur de ralenti sur une condition comparant la dynamique du moteur avec celle nécessaire pour réaliser l’entrée au ralenti attendue.|
IDLMGR_vidEntryInit|F|();|SCH.1|IDLMGR|1|PTS_DOC_5010777||||0|0|0|0|Initialisation des variables produites|
IDLMGR_vidEstimer_regime|D|();|FCT2.5|IDLMGR|0|PTS_DOC_5010777||||0|0|0|0|Ce bloc calcule le régime moteur estimé à partir du régime moteur que l’on filtre par un passe-bas de 1er  ordre, auquel on ajoute une composante issue du couple moteur réalisé.|
IDLMGR_vidInitOutput|J|();|FCT1.1|IDLMGR|0|PTS_DOC_5010777||||0|0|0|0|Fonction d'initialisation des parametres produits|
IDLMGR_vidMainTraiter_les_info|E|();|FCT1.2|IDLMGR|0|PTS_DOC_5010777||||0|0|0|0|Cette fonction contient le traitement ,lecalcul et la gestion du ralenti.|
IDLMGR_vidManager_le_ralenti|E|();|FCT2.9|IDLMGR|0|PTS_DOC_5010777||||0|0|0|0|La fonction de supervision du régulateur se décompose en 8 blocs de détection des conditions du ralenti et 1 bloc de décision.|
IDLMGR_vidPiloter_avances_mini|B|();|FCT3.7|IDLMGR|0|PTS_DOC_5010777||||0|0|0|0|Dans ce bloc, on vient piloter spécifiquement les avances minimum pour l’agrément lors de l’activation du régulateur de ralenti.|
IDLMGR_vidReinit_en_surregime|F|();|FCT4.8|IDLMGR|0|PTS_DOC_5010777||||0|0|0|0|Ce module  détecte  le  besoin  de  réinitialiser  le  régulateur  de  ralenti  et  la  consigne  dynamique  lors d’une forte envolée de régime.|
IDLMGR_vidSuperv_regu_de_ralenti|D|();|FCT5.4|IDLMGR|0|PTS_DOC_5010777||||0|0|0|0|L’automate d’état de commande du régulateur et de la consigne dynamique possède 2 états macroscopiques :  Régulateur désactivé (« Regulateur_OFF »), Régulateur activé (« Regulateur_ON/ »).|
IDLMGR_vidTraiter_informations|F|();|FCT1.5|IDLMGR|0|PTS_DOC_5010777||||0|0|0|0|Ce bloc de traitement des informations permet de traiter les signaux d’entrée pour le ralenti en cas de défaut et de calculer des signaux nécessaires à la gestion du ralenti|
IDLMGR_vidTraiter_les_info|C|();|FCT1.3|IDLMGR|0|PTS_DOC_5010777||||0|0|0|0|Cette fonction permet de traiter les signaux d’entrée pour le ralenti en cas de défaut et de calculer des signaux nécessaires à la gestion du ralenti.|
IdlSys_EveSync_bAcvIdlCtl|D|();|SCH.2|IDLMGR|1|PTS_DOC_5010777||||0|0|0|0|Sceduler de la fonction.|
SWFAIL_vidSoftwareErrorHook|A|();|11|HEADER|1|NONE||||0|0|0|0|fonction default de l'automate|
