Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
GDGAR_bGetFRM|A|(argin uint16 u16IndexFRM)boolean;|1|HEADER|1|NONE||||0|0|0|0||
HEATSENO2US_vidDlyDewPt|C|();|FCT1.7|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Lorsque le point de rosée est considéré comme franchi, un compteur s’active afin de connaître depuis combien de temps le point de rosée est franchi et est entretenu par les gaz d’échapements|
HEATSENO2US_vidDlyDewTranOkStall|C|();|FCT1.8|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Détermination de la durée pendant laquelle la sonde à oxygène a été chauffée par les gaz d’échappements depuis le franchissement du point de rosée|
HEATSENO2US_vidFastLightOff|I|();|FCT1.9|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Condition d'activation du Fast Light Off|
HEATSENO2US_vidInitOutput|I|();|FCT1.1|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Initialisation des variables au reset|
HEATSENO2US_vidLsUsDetRTStall|A|();|FCT3.7|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0| Lors de la détection du passage de l’état moteur « Running » vers Stall, la variable est mise à 1.|
HEATSENO2US_vidLsUsDetRTStallint|A|();|FCT3.6|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0| Lors de la détection d’un passage de l’état moteur stall vers cranking ou d’état moteur cranking vers running, la variable est mise à zéro.|
HEATSENO2US_vidLsUsDewPt|H|();|FCT1.4|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Détection du passage du point de rosée pour la sonde O2 amont|
HEATSENO2US_vidLsUsMgrHeatState|J|();|FCT2.9|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Automate de gestion des phases de chauffage de la sonde O2 amont|
HEATSENO2US_vidMgrFastTran|J|();|FCT2.1|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Lorsqu'une surtension batterie est présente, le chauffage sonde est placé en mode dégradé et le chauffage est donc coupé|
HEATSENO2US_vidMgrMidTran|H|();|FCT2.2|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Calcul de toutes les transitions ayant un chauffage non nul et détermination du délai avant réautorisation du chauffage maximal|
HEATSENO2US_vidMgrSlowTran|G|();|FCT2.7|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Lorsque l’automate se trouve en chauffage réduit trop longtemps, le chauffage est coupé pour limiter la consommation électrique.|
HEATSENO2US_vidOxCHeatAftStrt|D|();|FCT1.3|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Afin de détecter au mieux le passage du point de rosée, l’état de la chauffe catalyseur doit être pris en compte|
HEATSENO2US_vidOxCHeatReq|H|();|FCT2.10|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Requête de maintien de la chauffe catalyseur en cas de stratégie FLO|
HEATSENO2US_vidTCoLsHeat|F|();|FCT1.2|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Lorsque l’information température d’eau (Ext_tCoMes) n’est pas valide, celle-ci doit être reconfigurée pour l’ensemble de la fonction par une valeur de remplacement calibrable|
HEATSENO2US_vidTDsThrLsHeat|B|();|FCT3.5|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Lorsque l'information température air (Ext_tDsThrStrtMes) n'est pas valide, celle-ci doit être reconfigurée pour l'ensemble de la  fonction par une valeur de remplacement calibrable.|
HEATSENO2US_vidTranAtoBandBtoA|C|();|FCT3.3|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Pour activer le préchauffage il faut notamment une tension batterie suffisamment élevée, les conditions de fast light off réunies, que le préchauffage n’ait pas déjà été effectué.|
HEATSENO2US_vidTranAToCOrAToE|H|();|FCT2.3|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Lorsque le l’automate se trouve en phase de chauffage coupé, il peut activer le chauffa  ge de protection si la sonde est considérée froide ou activer le chauffage modulé si la sonde est considérée chaude|
HEATSENO2US_vidTranC1ToC2|E|();|FCT3.1|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Cette fonction autorise la transition de la phase C1 à C2 lorsqu’un temps passé LsSys_tiLsUsBoostProtReq en phase C1 dépasse un seuil calibrable dépendant de la température d’eau.|
HEATSENO2US_vidTranCToD|H|();|FCT2.4|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Le passage en chauffage maximal se réalise si on estime que la sonde a suffisamment été chauffé en phase de préchauffage, en phase de protection ou dans le dernier cycle moteur|
HEATSENO2US_vidTranCToEOrDToE|I|();|FCT2.5|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Conditions de transition vers le chauffage modulé de la sonde O2 amont|
HEATSENO2US_vidTranEToF|G|();|FCT2.6|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Conditions de transition vers le chauffage réduit pour la sonde amont|
HEATSENO2US_vidTranFToA|G|();|FCT2.8|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Transition du chauffage réduit au chauffage coupé de la sonde amont|
HEATSENO2US_vidTReCoLsHeat|B|();|FCT3.4|HEATSENO2US|0|PTS_DOC_5211932||||0|0|0|0|Reconfiguration de l'ensemble des informations Température d'eau et Température d'air eronnés par une valeur de remplacement calibrable.|
SWFAIL_vidSoftwareErrorHook|A|();|3|HEADER|1|NONE||||0|0|0|0||
