Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
GDGAR_bGetFRM|A|(argin uint16 u16IndexFRM)boolean;|2|HEADER|1|NONE||||0|0|0|0||
THRMNGSERVO_vidSrvTran|A|();|FCT1.9|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Ce bloc permet de gérer la transition d’inhibition vers réhabilitation par les routines du  papillon motorisé via un booléen passant à 1 lors de la descente du flag d’inhibition si les conditions sont réunies|
THRMNGSERVO_vidThrIniAftsStopCln|A|();|FCT3.9|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Commande de l'initialisation de Tpac_FCln_powerlatch_counter et Tpac_FCln_enable à la fin de du cycle de nettoyage.|
THRMNGSERVO_vidThrIniAftsStopLrn|C|();|FCT3.6|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Un service APV permet de placer la fonction dans le même état qu’au premier Key-on|
THRMNGSERVO_vidThrServoInh|E|();|FCT1.7|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Control: Dans cet état, Thr_bInhMngThrServo est calculé. Il regroupe FRM_bInhMngThrServo et L’état d’automate de la position papillon.|
THRMNGSERVO_vidTransClosingRamp|H|();|FCT2.6|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Condition de transition de l'etat TPAC_CLOSING_RAMP|
THRMNGSERVO_vidTransControl|I|();|FCT2.4|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Condition de transition de l'etat TPAC_CONTROL|
THRMNGSERVO_vidTransExitLowThrus|G|();|FCT2.7|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Condition de transition de l'etat TPAC_EXIT_LOW_THRUST|
THRMNGSERVO_vidTransHighThSearch|G|();|FCT2.5|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Condition de transition de l'etat TPAC_HIGH_THRUST_SEARCH|
THRMNGSERVO_vidTransLimpHome|J|();|FCT2.8|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Condition de transition de l'etat TPAC_LIMP_HOME|
THRMNGSERVO_vidTransMcwInhibTest|G|();|FCT2.3|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Condition de transition de l'etat TPAC_MCW_INHIBIT_TEST|
THRMNGSERVO_vidTransRestorMobil|A|();|FCT2.10|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Condition de transition de l'etat TPAC_RESTOR_MOBILITY.|
THRMNGSERVO_vidTransWaitForAdc|E|();|FCT2.1|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|Condition de transition de l'etat TPAC_WAIT_FOR_ADC|
THRMNGSERVO_vidTreatClosingRamp|B|();|FCT3.2|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|During de l'etat TPAC_CLOSING_RAMP|
THRMNGSERVO_vidTreatExitLowThrus|B|();|FCT3.3|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|During de l'etat TPAC_EXIT_LOW_THRUST|
THRMNGSERVO_vidTreatHighThSearch|B|();|FCT3.1|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|During de l'etat TPAC_HIGH_THRUST_SEARCH|
THRMNGSERVO_vidTreatLimpHome|C|();|FCT3.4|THRMNGSERVO|0|V02 NT 08 04528||||0|0|0|0|During de l'etat TPAC_LIMP_HOME|
